date,ticker,momentum,trend,mean_reversion,breakout,volume,rel_strength,news,score,ml_prob,price_eur
2026-09-25,PG,-0.0075,0.0029,0.0,0.0,0.0,0.1491,0.454,0.0,0.421,128.3607
2026-09-25,PLTR,0.9048,0.938,0.0,0.0,0.0,0.1376,-0.135,0.666,0.468,166.4923
2026-09-25,PM,0.4887,0.7621,0.0,0.0,0.0,-0.0225,0.504,0.556,0.519,167.2033
2026-09-25,PYPL,0.5549,0.1793,0.0,0.0,0.0,-0.6867,0.248,0.195,0.504,48.3141
2026-09-25,QCOM,0.3213,0.9085,0.0,0.5575,0.0,0.9505,0.655,0.615,0.491,177.2893
2026-09-25,RTX,-0.0856,-0.0426,0.0329,0.0,0.0,-0.7054,0.299,-0.045,0.512,166.2553
2026-09-25,SBUX,-0.5896,-0.0556,0.0,0.0,0.0,-0.7386,0.362,-0.108,0.521,83.2681
2026-09-25,SCHW,0.1854,0.0254,0.0,0.0,0.0,-0.5982,0.128,0.04,0.502,86.9285
2026-09-25,SO,-0.9049,-0.7674,0.403,-0.0038,0.0,-0.5203,0.051,-0.62,0.471,72.7521
2026-09-25,SPG,-0.6707,0.0542,0.0,0.0,0.0,-0.3054,-0.041,-0.036,0.463,179.791
2026-09-25,T,0.9199,0.0495,0.0,0.0,0.0,-0.0382,0.509,0.141,0.527,22.2786
2026-09-25,TGT,0.8489,0.9406,0.0,0.0,0.0,-0.4064,0.111,0.665,0.524,138.2096
2026-09-25,TMO,0.9435,0.9402,-0.1289,0.0,0.0,0.4975,0.408,0.679,0.507,592.515
2026-09-25,TMUS,-0.1589,-0.8289,0.0,0.0,0.0,-0.4884,0.504,-0.564,0.521,145.2144
2026-09-25,TSLA,-0.3863,-0.1155,0.0,0.0,0.0,0.3519,-0.112,-0.13,0.503,326.6381
2026-09-25,TXN,-0.3001,0.8382,0.0,0.0,0.0,0.3128,0.481,0.533,0.511,244.0899
2026-09-25,UBER,-0.2194,-0.7409,0.0,0.0,0.0,-0.6553,0.364,-0.522,0.541,61.1124
2026-09-25,UNH,-0.6879,0.1372,0.0,0.0,0.0,-0.3358,0.546,0.026,0.565,330.5707
2026-09-25,UNP,-0.07,0.0912,0.0,0.0,0.0,-0.7016,0.516,0.061,0.55,240.3329
2026-09-25,UPS,-0.5588,-0.1571,0.0,0.0,0.0,-0.721,0.247,-0.179,0.518,82.4781
2026-09-25,USB,-0.2647,0.0815,0.0,0.0,0.0,-0.3936,0.437,0.031,0.522,52.0799
2026-09-25,V,0.3859,0.1751,0.0,0.0,0.0,-0.274,0.482,0.174,0.514,322.4862
2026-09-25,VZ,0.7137,0.0746,0.0,0.0,0.0,-0.3823,0.068,0.137,0.532,41.3268
2026-09-25,WFC,-0.1536,-0.0312,0.0,0.0,0.0,-0.2077,-0.482,-0.041,0.507,72.8311
2026-09-25,WMT,-0.0379,-0.7617,0.0,0.0,0.0,0.3753,0.104,-0.52,0.48,94.7848
2026-09-25,XOM,0.7531,0.7789,0.0,0.0,0.0,0.1875,0.129,0.585,0.516,140.9659
2026-09-25,A2A.MI,-0.1566,-0.0047,0.0,0.0,0.0,-0.0669,0.189,-0.021,0.525,2.291
2026-09-25,AMP.MI,0.4729,0.0238,0.0,0.0,0.0,-0.3455,0.0,0.072,0.507,11.425
2026-09-25,AZM.MI,0.4221,0.8006,0.0,0.0,0.0,0.0769,0.0,0.571,0.527,38.88
2026-09-25,BAMI.MI,0.4371,0.9062,0.0,0.0,0.0,0.3133,0.532,0.623,0.522,16.4
2026-09-25,BMED.MI,0.2355,0.2632,0.0,0.0,0.0,-0.1757,0.0,0.221,0.531,23.28
2026-09-25,BMPS.MI,0.4618,0.9584,0.0,0.3922,0.0,0.4708,0.0,0.648,0.526,11.966
2026-09-25,BPE.MI,0.2184,0.8641,0.0,0.0,0.0,0.153,0.195,0.587,0.526,14.346
2026-09-25,BGN.MI,-0.2276,0.1916,0.0,0.0,0.0,-0.1737,0.0,0.118,0.57,63.95
2026-09-25,BZU.MI,-0.8107,-0.8796,0.0,0.0,0.0,-0.652,0.516,-0.636,0.508,37.18
2026-09-25,CPR.MI,0.4218,0.0351,0.0,0.0,0.0,0.3476,0.0,0.075,0.527,5.968
2026-09-25,DIA.MI,0.739,0.8585,0.0,0.0,0.0,0.3288,0.0,0.622,0.53,78.8
2026-09-25,ENEL.MI,-0.6556,-0.0848,0.0,0.0,0.0,-0.3352,0.121,-0.137,0.515,8.913
2026-09-25,ENI.MI,0.8375,0.857,0.0,0.0,0.0,0.5828,0.395,0.628,0.522,24.09
2026-09-25,ERG.MI,-0.312,0.6486,0.0,0.0,0.0,0.2108,0.599,0.423,0.512,22.66
2026-09-25,RACE.MI,0.4757,0.837,0.0,0.0,0.0,-0.0096,0.0,0.593,0.525,357.05
2026-09-25,FBK.MI,-0.2104,0.0428,0.0,-0.8917,-0.2482,-0.4822,0.0,0.009,0.538,21.86
2026-09-25,G.MI,0.14,0.2519,0.0,0.0,0.0,0.0395,0.0,0.203,0.541,43.72
2026-09-25,HER.MI,-0.3967,-0.7413,0.0,0.0,0.0,-0.3934,0.163,-0.537,0.544,3.554
2026-09-25,IP.MI,0.1044,-0.7228,0.0,0.0,0.0,-0.3175,0.26,-0.485,0.525,35.5
2026-09-25,INW.MI,-0.0364,-0.077,0.0,0.0,0.0,0.5248,0.0,-0.062,0.507,6.5
2026-09-25,IG.MI,-0.8569,-0.833,0.0,0.0,0.0,-0.2168,0.0,-0.618,0.495,8.35
2026-09-25,IVG.MI,0.7342,0.6579,0.0,0.0,0.0,0.1973,0.273,0.52,0.465,14.105
2026-09-25,ISP.MI,0.6514,0.8545,0.0,0.0,0.0,0.1227,0.0,0.614,0.526,6.788
2026-09-25,LDO.MI,-0.3747,-0.7702,0.0,0.0,0.0,-0.4426,0.0,-0.55,0.547,48.975
2026-09-25,LTMC.MI,0.1102,0.7868,0.0,0.0,0.0,0.3892,0.415,0.539,0.495,26.54
2026-09-25,MB.MI,0.5208,0.9725,0.0,0.0,0.0,0.4627,0.0,0.657,0.507,29.05
2026-09-25,MONC.MI,-0.7344,-0.8423,0.0,0.0,0.0,-0.5252,0.0,-0.613,0.524,43.56
2026-09-25,NEXI.MI,0.6228,0.2699,0.0,0.0,0.0,-0.3265,0.0,0.267,0.541,4.167
2026-09-25,PIRC.MI,-0.1942,0.1383,0.0,0.0,0.0,-0.0787,0.094,0.082,0.517,6.48
2026-09-25,PST.MI,-0.4921,0.1463,0.0,0.0,0.0,-0.4201,0.467,0.055,0.578,25.82
2026-09-25,PRY.MI,-0.4944,0.0723,0.0,0.0,0.0,0.136,0.249,-0.002,0.503,122.4
2026-09-25,REC.MI,0.6429,0.7369,0.0,0.0,0.0,0.1729,0.0,0.555,0.484,53.05
2026-09-25,SPM.MI,-0.0686,0.2461,0.0,0.0,0.0,-0.0902,0.0,0.175,0.52,4.349
2026-09-25,SRG.MI,-0.7791,-0.7303,0.0,0.0,0.0,-0.1611,0.0,-0.562,0.488,5.588
2026-09-25,STLAM.MI,-0.5668,-0.9789,0.0,0.0,0.0,-0.7589,-0.467,-0.662,0.51,4.0325
2026-09-25,STMMI.MI,-0.7238,0.1822,0.0,0.0,0.0,0.4306,0.448,0.053,0.436,45.125
2026-09-25,TIT.MI,-0.4481,0.1269,0.0,-0.0,0.0,-0.4327,0.485,0.046,0.589,7.241
2026-09-25,TEN.MI,0.1627,0.7176,0.0,0.0,0.0,0.4778,0.0,0.506,0.524,24.42
2026-09-25,TRN.MI,-0.7003,-0.0871,0.0,0.0,0.0,-0.3696,0.0,-0.143,0.548,9.174
2026-09-25,UCG.MI,0.1484,0.84,0.0,0.0,0.0,0.0421,0.828,0.57,0.522,83.95
2026-09-25,UNI.MI,0.1372,0.3088,0.0,0.0,0.0,-0.2698,0.0,0.243,0.564,27.08
2026-09-25,SPY,0.4544,0.7504,0.0,0.0102,0.0,0.0,-0.075,0.548,0.542,677.091
2026-09-25,QQQ,0.2438,0.8162,0.0,0.0,0.0,0.2408,0.416,0.565,0.542,653.5221
2026-09-25,IWM,-0.558,0.0547,0.0,0.0,0.0,-0.4453,-0.339,-0.023,0.467,247.5133
2026-09-25,VGK,0.1435,0.0516,0.0,0.0,0.0,-0.3093,0.0,0.054,0.458,77.7994
2026-09-25,EEM,0.1492,0.7661,0.0,0.0,0.0,0.0213,0.0,0.531,0.52,59.6728
2026-09-25,EWJ,0.3874,0.7721,0.0,0.0,0.0,0.1508,0.249,0.553,0.52,85.963
2026-09-25,GLD,0.365,-0.7079,0.0,0.0,0.0,-0.5191,-0.039,-0.454,0.487,345.3353
2026-09-25,SLV,0.2954,-0.2127,0.0,0.0,0.0,-0.5459,0.0,-0.126,0.481,51.0353
2026-09-25,TLT,-0.7283,-0.7135,0.0,-0.8604,-0.1617,-0.3451,-0.121,-0.55,0.45,69.6271
2026-09-25,HYG,-0.4093,-0.0096,0.0671,-0.6971,0.0,-0.1791,0.0,-0.063,0.438,68.3455
2026-09-25,XLK,0.4045,0.9062,0.0,0.1226,0.0,0.3024,0.313,0.62,0.533,172.2858
2026-09-25,XLF,0.0489,0.0566,0.0,0.0,0.0,-0.3934,0.745,0.048,0.477,48.1386
2026-09-25,XLE,0.848,0.8136,0.0,0.0,0.0,-0.0072,-0.426,0.608,0.521,54.4587
2026-09-25,XLV,0.66,0.7863,0.0,0.0,0.0,-0.033,0.608,0.582,0.524,149.8405
2026-09-25,XLI,-0.6358,-0.0081,0.0,0.0,0.0,-0.3596,0.57,-0.079,0.441,149.6034
2026-09-25,XLY,-0.4994,-0.6945,0.0,0.0,0.0,-0.3566,-0.133,-0.522,0.453,97.0496
2026-09-25,XLP,-0.1142,-0.0124,0.0,-0.074,0.0,-0.2503,-0.197,-0.023,0.428,72.0323
2026-09-25,XLU,-0.8126,-0.7829,0.2389,-0.6144,0.0,-0.5707,-0.099,-0.609,0.461,34.6819
